,id,song.full_title,song.artist_names,song.lyrics,UniqueWordsPercent,AlbumName,topic1,topic2,topic3,topic4,topic5,topic6,topic7
23,23,"STOP TRYING TO BE GOD by Travis Scott (Ft. James Blake, Kid Cudi & Philip Bailey)","Travis Scott (Ft. James Blake, Kid Cudi & Philip Bailey)",282 contributorstranslationsespaolportugusitalianostop try to be god lyric this be the real action the pot party the tripper the grasshopper the hip one all gather in secrecy and fly high a a kite hmm-hmm just know what this about hmm-hmm-hmm hmm-hmm palm tree ocean fresh air that can break your heart hmm-hmm stop tryna be god hmm-hmm hmm-hm hmm-hmm stop tryna be god hmm-hmm thats not who you be hmm-hmm stop tryna be god hmm-hmm thats just not your job hmm-hmm stop tryna be god god ride for it every night vision and these angle tight truth be told i never try diamond be the wife of life all three rollies look alike hm after two you get a hook-up price stripper never work a nine-to-five hm delta and i ship it overnight hm stop tryna be god almighty hm fuck the money never leave your people behind yeah it never love no matter what you try still can see it comin down your eye cause they do not create commandment ooh-ooh when you hustle always make it fancy ooh-ooh the signal far from what you can be ooh-ooh cause air traffic control the land yeah yeah yeah yeah you might also like hmm-hmm stop tryna be god hmm-hmm hmm-hm hmm-hmm stop tryna be god hmm-hmm thats not who you be hmm-hmm stop tryna be god hmm-hmm thats just not your job hmm-hmm stop tryna be god god stop tryna play god almighty always keep your circle tight i be wantin shit my whole life im warn you well not try to play god tonight if i love her ima pa on her first rule of war you find an act on her you cant win a trophy or a plaque off her but never turn your back on her cause they do not create commandment when you hustle always make it fancy the signal far from what you can be cause air traffic control the land yeah yeah yeah yeah you wont succeed tryna learn me stick to the road in my journey stay out of court when you get the attorney she say she love but want to really burn me hmm-hmm stop tryna be god hmm-hmm hmm-hm hmm-hmm stop tryna be god hmm-hmm thats not who you be hmm-hmm stop tryna be god hmm-hmm thats just not your job hmm-hmm stop tryna be god god be it the complex of the saint thats keepin you so so so still still be it a coat of old paint thats peelin every day against our will be it too long since the last open conversation you have oh no and do you see the void in the past and can you ever see it comin back well can you always be a step ahead of it for me well can you always be a step ahead of it for me woah-oh-oh woah-oh-oh woah-oh-oh woah-oh-oh that it136embed,0.4093686354378819,Astroworld (2018),0.0005,0.0005,0.0005,0.0005,0.9968,0.0005,0.0005
24,24,NO BYSTANDERS by Travis Scott (Ft. Juice WRLD & Sheck Wes),Travis Scott (Ft. Juice WRLD & Sheck Wes),265 contributorstranslationsespaolportugusno bystander lyric the party never end in a motel layin with my sin yeah im tryna get revenge youll be all out of love in the end oh-oh oh-oh oh oh-oh-oh spent ten hour on this flight man told the pilot aint no flight plan cant believe whatever im seein oh-oh oh-oh oh oh-oh-oh and they know whenever i land yeah yeah yeah yeah fuck the club up fuck the club up bitch fuck the club up fuck the club up bitch fuck the club up fuck the club up fuck the club up fuck the club up yeah the party never end in a motel layin with my sin yeah im tryna get revenge youll be all out of love in the end you might also like bicentennial man put the city on slam she get trippy off xans lose twenty-one gram and she do it on cam wasnt no video dance make my own rule i really dont pick i just choose i dont set pick i just shoot chopped and get screw i told her it byob that mean buy your own boob put it on god he the one that put me on top cant be put in a box get ta move on the opps devil get the move on the drop nigga tryna move on the scott and move that deep tryna run down shit steep get ta act a fool with the squad next city no sleep back to the 7-1-3 oh-oh oh-oh oh oh-oh-oh spent ten hour on this flight man flight man told the pilot aint no flight plan flight plan cant believe whatever im seein im seein oh-oh oh-oh oh oh-oh-oh and they know whenever i land i land yeah yeah yeah yeah fuck the club up fuck the club up bitch fuck the club up fuck the club up bitch fuck the club up fuck the club up fuck the club up fuck the club up yeah heartbreak hotel bet you cant take no l plug like aol who say that i aint gon sell hand me the h ill sell she say i get a nigga i say i aint gon tell buy it by the pound so it aint no scale im sick of the drink the drink yeah the flippin of paint paint yeah grippin the grain wood grain yeah whippin the tank wu-tang yeah my nigga gon flame bang yeah bitch im with gang gang yeah get your bitch on a plane oh-oh oh-oh oh oh-oh-oh spent ten hour on this flight man flight man told the pilot aint no flight plan flight plan cant believe whatever im seein im seein oh-oh oh-oh oh oh-oh-oh and they know whenever i land i land yeah yeah yeah yeah fuck the club up fuck the club up bitch fuck the club up fuck the club up bitch fuck the club up fuck the club up fuck the club up fuck the club up yeah the party never end fuck the club up fuck the club up bitch fuck the club up fuck the club up bitch fuck the club up fuck the club up fuck the club up fuck the club up yeah the party never end family function aint no friend have a line around my end turn em into m why you tryna make amends whats that smell it heaven scent and like i jump straight out the wind dodgin hell and sin i cant go back there again nah the dawgs aint civilize take the one feel vilified you cant see my son like the light dont hit they side in the function and im fry it a strive it not a drive when they open wide it a riot riot fuck the club up fuck the club up bitch nah nigga nah nigga for real we walkin in this bitch heavy fuck the club up fuck the club up bitch fuck the club up fuck the club up they know me when they see me nigga ah fuck the club up fuck the club up yeah uh97embed,0.3025936599423631,Astroworld (2018),0.0004,0.0004,0.0004,0.9977,0.0004,0.0004,0.0004
25,25,SKELETONS by Travis Scott (Ft. Pharrell Williams & The Weeknd),Travis Scott (Ft. Pharrell Williams & The Weeknd),174 contributorstranslationsportugusespaolskeletons lyric yeah yeah yeah yeah ooh feel like slow motion be float at the speed yeah yeah yeah louder louder high high high high high uh yeah it like stand in the ocean we just rock coachella i give her half of the check it be good sex honorable mention to the neck just let this wash on me didnt pa the loud that be out of respect afterwards pa the towel i be out of kleenex in the memory stand in the ocean if you take a girl out do you expect sex if she take her titty out do you expect check first visit i give her a pearl necklace just let this wash on me next visit ima need your girl naked feel like slow motion take a church visit you know cause the world hectic it like float if i cant be in time i dont know i dont know wash on me wash on me yeah in the ocean if i cant be love i dont know a sound thats right you might also like stand in the ocean stand in the ocean just let this wash on me ooh bad memory like wave echo echo echo stand in the ocean oh baby stand in the ocean feel like slow motion be float at the speed79embed,0.4330357142857143,Astroworld (2018),0.0013,0.0013,0.9923,0.0013,0.0013,0.0013,0.0013
26,26,WAKE UP by Travis Scott (Ft. The Weeknd),Travis Scott (Ft. The Weeknd),211 contributorstranslationsportugusespaoltrkewake up lyric i dont wan na wake up i want you spread out on the sheet say pussy so good uh pussy so sweet uh i dont wan na wake up i want it flowin through my stream gettin me hot under my foot i dont wan na wake up please dont wake me up i feel it creepin yeah controllin how you movin lucid dreamin dream always on the side of different season yeah-yeah take the beltway down to your hood it lit say you be in the crowd i never look lookin back how thing come back around guess i be hooked burn the bread and then we burn the town we both be cooked yeah nah nah please dont wake me up feel like im dreamin any give sunday you can get it willie beamen i can make your monday even well like the weekend yeah thats my coco im her ice-t coco yeah yeah bend her over for some pipin it lit bust a cloud shoot the lightnin pop it pop it now know we cant sleep sleep you might also like i dont wan na wake up yeah want you spread out on the sheet it lit say pussy so good pop it oh pussy so sweet yeah when i wake up yeah yeah want a drop top on the beach straight up gettin me hot yeah yeah under my foot when i wake up you decide if i live or die when youre close im alive i can feel the sky i just want your body close to me oh and if i od ill be alone with no heartbeat i hope they kill u with a ghost in the lambo and the door goin up suicide i dont wan na wake up i dont wan na wake up i want you spread out on the sheet want you spread out on the sheet cause that pussy so good pussy so good yeah girl that pussy so sweet pussy so sweet i dont wan na wake up i dont wan na wake up i want it flowin through my stream want it flowin through my stream ha gettin me hot gettin me hot oh under my foot my foot i dont wan na wake up yeah77embed,0.3994708994708995,Astroworld (2018),0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.9957
27,27,5% TINT by Travis Scott,Travis Scott,223 contributorstranslationsespaolportugussvenska5 tint lyric who that creep through my window fore you come outside i get the m4 take her to the endzone from the enzo know i love to smoke you love the liq more wan na hit the jack then what you call for all that out-your-name shit that aint call for mm who that creepin know the tint be dark five percent all that fall-in-love shit get ta kevin hart yeah yeah all that speed and fly shit we might teleport yeah skrrt skrrt all that cop harass shit i might clip a sarge yeah 12 keep bouncin that a you just might get award yeah if she bad she get a pa into the tour pa yeah i pick through the family grab the bad sister like janet opps outside dont panic get ta switch get ta change up transit still jump around move antsy and i still dont like shit fancy up late feelin real chancy they outside really tryna end me yeah who that creep through my window my window fore you come outside i get the m4 m4 take her to the endzone from the enzo yah know i love to smoke you love to lick more yah-yah wan na hit the jack then what you call for yah-ah all that out-your-name shit that aint call for yah you might also like who the fuck be this met somebody baby mama inside of the vip while im tryna tip shawty say she hold get a razor in her lip mix my cup and twist one up i love that ratchet shit she like-like iced out wrist iced out-iced out wrist iced out wrist fuck dont kiss fuck she fuck dont kiss mwah look like friend but she say they twin twin jump right in there legroom in this benz legroom in this benz ten mile to the crib you know thats deep deep yeah i think it someone out there watch me yeah who that creep through my window my window who fore you come outside i get the m4 m4 take her to the endzone from the enzo yah yeah know i love to smoke you love to lick more lick yah-yah wan na hit the jack then what you call for yah-ah jack all that out-your-name shit that aint call for ya-ah who that creep through my window the window fore you come outside i get the m4 m4 take her to the endzone from the enzo yeah know i love to smoke you love to lick more yeah59embed,0.38497652582159625,Astroworld (2018),0.6553,0.0007,0.2742,0.0679,0.0007,0.0007,0.0007
28,28,NC-17 by Travis Scott (Ft. 21 Savage),Travis Scott (Ft. 21 Savage),197 contributorstranslationsportugusespaolnc-17 lyric woo me and my bitch i swear we like the same sex woo fuck with all my chain on let have chain sex serve yeah hangin with the gang you get your fang wet wet wan na kick with the gang you get ta bang it it lit if you gon throw ice on get ta swang it ice hole in the wall i can not hang it nah pour different color sippin taint ooh woah think the vibe just start vibratin vibe dont do playground we do not swing set swing shawty get the k dont entertain threat pew pew shawty come my way she brought the same sex same bust it down she talkin body language it lit eatin that punane get my bang wet eat it up we gon have to change for the banquet drippin solo with mulsanne it not the same spec skrrt skrrt pull up left with somethin i aint come with alright woah woah woah woah woah woah woah woah woah ice froze glow it glow it glow yeah yeah you might also like three main bitch thinkin they my main bitch 21 21 hit the club and swap the hoe i come with straight up straight up dont you come outside we on that gang shit straight up straight up have to switch my t-shirt cause she stain it on god have to buy a visa she from moscow 21 fuckin round with travis you get cross out cross out he use to be on that nigga off now he off now i do get so rich i saint laurent my dawgs now straight up straight up earring cost a quarter certify by gia 21 if it bout my bae or bout some smoke im on my way skrrt-skrrt your bitch give the kid cudi but im not sign to ye on god i nut on her cheek her new nickname be babyface 21 woo me and my bitch i swear we like the same sex woo fuck with all my chain on let have chain sex serve yeah hangin with the gang you get your fang wet wet wan na kick with the gang you get ta bang it it lit yah yah yah bang yah yah yah if you gon throw ice on get ta swang it ice hole in the wall i can not hang it nah pour different color sippin taint ooh woah think the vibe just start vibratin vibe37embed,0.43309002433090027,Astroworld (2018),0.9962,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006
29,29,ASTROTHUNDER by Travis Scott,Travis Scott,229 contributorstranslationsportugusespaoltrkeastrothunder lyric high off life yeah seem like the life i fiend seem like the life i fiend a little distant yeah seem like the life i need yeah seem like the life i need a little distant yeah light the remedy yeah sit back while i ride the deep do it on repeat repeat sin control me yeah angel halo over me i need blessing and my peace you be out the street yeah wildin on me and all my g we be go for a week now you wan na peek yeah hand up why they tryna reach i cant even get that deep told you i dont teach yeah practice oh no never preach practice oh no never preach infiltrate the enemy move on them randomly feel like the life i need a little distant yeah yeah feel like the life i need yeah feel like the life i need a little distant yeah yeah yeah yeahyou might also like111embed,0.5,Astroworld (2018),0.0017,0.9895,0.0017,0.0017,0.0017,0.0017,0.0017
30,30,YOSEMITE by Travis Scott (Ft. Gunna & NAV),Travis Scott (Ft. Gunna & NAV),297 contributorstranslationstrkeespaolportugusyosemite lyric ice on my neck flawless baguette hop off a jet barely get rest cash through the month i get a check check yves saint laurent on my pant and my chest drip chanel her dress clean up her mess i eat her flesh you know the rest count up a hun cop a rolex check shine like the sun you truly bless shine two-tone patek mmm-mmm-mmm in the clearport like i uber these jet jet vvss on me get my gucci shirt wet put an m in my bag mmm gon get use to these rack use i go to school where they teach you finesse mmm five hundred shoe for the drip i invest vest mmm im the bossman i keep cash in the desk mmm-mmm-mmm know the coupe fast yeah when it end with an s now that im home back off the road we shut it down where it aint so with check in the street jay number 4 saint laurent foot put it on toe take it with me double your dose cover with angel thats watchin my soul jet get a bed it big window say ill be there in ten but i get there in four you might also like i feel like im chosen im cover in gold gold gold gold mmm-hmm-mmm-hmm-mmm-hmm-mmm mmm-hmm-mmm-hmm-mmm-hmm-mmm i left her wide open no self control trol trol trol mmm-hmm-mmm-hmm-mmm-hmm-mmm mmm-hmm-mmm-hmm-mmm-hmm-mmm take nothin but five minute she hopped in and drove drove drove drove mmm-hmm-mmm-hmm-mmm-hmm-mmm ice on my neck flawless baguette flawless baguette hop off a jet barely get rest cash through the month i get a check check yves saint laurent on my pant and my chest drip chanel her dress clean up her mess i eat her flesh you know the rest count up a hun cop a rolex check shine like the sun you truly bless shine yeah two-tone pateks mmm-mmm-mmm in the clearport like i uber the jet jet vvss on me get my louis shirt wet it an m in my bag mmm gon get use to these rack use i go to school where they teach you finesse mmm five hundred shoe for the drip i invest vest mmm im the bossman i keep cash in the desk mmm-mmm-mmm know the coupe fast yeah when it end with an s la flame on an island me and cash gunna hopped on a learjet get pradas every color and i get cc you aint see yet say id kick the cup and now im askin where the codeine at thirty pointer and up eliantte drippin my whole team wet98embed,0.4036281179138322,Astroworld (2018),0.0006,0.9964,0.0006,0.0006,0.0006,0.0006,0.0006
31,31,CAN'T SAY by Travis Scott (Ft. Don Toliver),Travis Scott (Ft. Don Toliver),287 contributorstranslationsportugusespaolcant say lyric no you cant say if im mad or not smokin hella weed im on that alcohol and shawty lick me clean the way she suck me off i keep two hoe in my bed i get em turnin out what would you do if you heard i get it goin on i have to burn i left skrrt mark i have to dip i have to get ta watch for 12 round my town you might get kill well watch for 12 im out my mind yeah im high above the rim im out my mind you cop it live boy i get it all on film you get ta watch out where you rock cause shit get real drink too real i cant be fake dont know the feel get ta take a long drive up the hill gang too wavy move like navy seal im too wavy think i need a lyft chicago baby she just wan na drill the vibe too wavy it too hard to kill get ta watch out where you go cause shit get real uh-huh yeah swang when i swang when i swang to the left oh yeah popop my trunk dipdipdipdip oh my you might also like you cant say if im mad or nah smokin hella weed im on that alcohol and shawty lick me clean the way she suck me off i keep two hoe in my bed i get em turnin out what would you do if you heard i get it burnin out i let it burn skrrt that mark i have to dip i have to well watch for 12 round my town you might get kill well watch for 12 im out my mind yeah im high above the rim im out my mind you cop it live boy i get it all on film you must be cautious told the lil hoe im all in play this ballers offense i left ol girl she callin you know i hit in the mornin oh yeah she yawnin i met you in the club bitch you know this shit mean nothin oh didnt i hit your cousin mmm no no discussion sippin on lean no robitussin oh yeah i know you love me i beat it aint no cuddlin you down bad you sufferin i dont give a fuck how hard it get that lil bitch know i start this uh-huh oh yeah get to the cash no layup spend a big bag rodeo some may ride for the fresh cut hoe come through just to touch u ima tell the truth like usher you already know how i bust her slang my chop from russia swang when i swang when i swang to the left pop pop my trunk dip dip dip dip swangswang when i swang when i swang to the left pop pop my trunk dip no you cant say if im mad or not smokin hella weed im on that alcohol shawty lick me clean the way she suck me off i keep two hoe in my bed i get em turnin out what would you do if you heard i get it goin on i have to burn i left skrrt mark i have to dip get ta watch for 12 round my town you might get kill im out my mind yeah im high above the rim you cop it live boy i get it all on film131embed,0.32642487046632124,Astroworld (2018),0.0005,0.0005,0.9896,0.0005,0.0005,0.0077,0.0005
32,32,WHO? WHAT! by Travis Scott (Ft. Quavo & Takeoff),Travis Scott (Ft. Quavo & Takeoff),188 contributorstranslationsespaolportuguswho what lyric know what im sayin know what im sayin know what im sayin heard they talkin shit bout i who what when and why who im alive just take one to revive yup keep that vibe when we show up and collide llide yeah me and the guy move just like the f-o-i ooh he-he-he-he yeah in the hill but still keep them ghetto tie hill yeah be talkin frenchys but she thinkin ocean prime prime yeah know she keep an open mouth and open mind ahh yeah i dont open up her door she open mine swang i need less stress and i need more thigh yeah skrrt skrrt we on the jet quest mobbin with the tribe yeah skrrt skrrt in the headrest one of twenty-five yes skrr skrr aint see the best yet open up your eye yeah yeah one two three four five thats the countdown til i slide slide pork and rind how i grow up on my side eat it up aint no fence just a hundred acre wide nope when shit get tense we twist up and we get fry i picked my favorite dancer out then pay her rent cash cash at christmas time it no saint nick we get the grinch bad bad i smack that a she threw it back in self defense yeah we take the crib flood the backyard like it the beach drip drip we do some thing out on the way that we cant speak all i know it be mo bamba on repeat cash i dont think these thing i take be helpin me oh yeah i could bar up some more have to gather the foe have to count up the o big bag have to summon the hoe hey dodgin federal 12 i roll through the light skrrt skrrt rollin the dice hey rock all my ice all ice poppin that coochie coochie coochie this down and groovy ooh to get down get groovy groovy groovy that bitch brown and choosey hey shawty shawty in a supersonic yeah brand new laferrari woo my bitch ride iconic you might also like yeah yeah one two three four five thats the countdown til i slide til i slide pork and rind how i grow up on my side on my side aint no fence just a hundred acre wide acre wi when shit get tense we twist up and we get fry get fry be born in the movie movie never make excuse no it be time to move it time to move it be god and the uzi god and the uzi we be train to use it hey they be train to use it train shoot you like cupid shoot hit your medulla yeah shoot at shoot at intruder yeah pew-pew-pew then shoot your producer yeah then she fuck the gang get bang and fuck on the group she a groupie yeah love her when she choosin hmm yeah big bankroll it soothin hmm yeah pull up with stick in a sprinter bus i make em cuddle up this not a movie yeah yeah one two three four five thats the countdown til i slide til i slide pork and rind how i grow up on my side on my side aint no fence just a hundred acre wide acre wi when shit get tense we twist up and we get fry get fried44embed,0.4058721934369603,Astroworld (2018),0.0005,0.1413,0.0005,0.8562,0.0005,0.0005,0.0005
33,33,BUTTERFLY EFFECT by Travis Scott,Travis Scott,275 contributorstranslationsportugusespaoltrkeitalianosvenskafranaisbutterfly effect lyric all the comma murda on the beat so it not nice ooh hmm for this life i can not change change hidden hill deep off in the main main mm sweet like candy cane cane drop the top pop it let it bang pop it pop it for this life i can not change in the hill deep off in the main mm sweet like candy cane drop the top pop it let it bang pop it pop it drop the top play hide and seek yeah jump inside jump straight to the league league take a sip feel just how i be it lit on freeway but no aint nothin free straight up bend law bend lane skrrt skrrt be bustin bill but still aint nothin change skrrt skrrt skrrt skrrt you in the mob soon a you rock the chain skrrt skrrt mob she caught the wave just thumbin through my braid alright heatin up baby im just heatin up it lit need your love not a need it be a must yeah feelin stuck you know how to keep me up yeah yeah icy love icy like a hockey puck alright you might also like for this life i can not change change hidden hill deep off in the main main mm sweet like candy cane cane drop the top pop it let it bang pop it pop it for this life i can not change hidden hill deep off in the main yeah yeah mm sweet like candy cane drop the top pop it let it bang all the one all the chain pile on the mantle yeah all the dawgs all the dawgs low creep right behind me in the phantom it lit yeah never go never go dip on the set stayed santana yeah run it back turn the light on when i hit up green lantern it lit alright yeah fly the broad fly the dawgs down to atlanta yeah in the cut in medusa lay low yeah i might be yeah roll up help me calm down when im movin high speed yeah if i send one need to text back cause you know what i need straight up oh please oh me oh my we be movin we be movin for some time alright flexin flexin try to exercise exercise exercise exercise exercise exercise exercise exercise exercise yeah yeah for this life for this life i can not change change hidden hill deep off in the main main mm sweet like candy cane cane drop the top pop it let it bang pop it pop it for this life i can not change hidden hill deep off in the main mm sweet like candy cane drop the top pop it let it bang bang yeah215embed,0.3369098712446352,Astroworld (2018),0.0006,0.0006,0.9967,0.0006,0.0006,0.0006,0.0006
34,34,HOUSTONFORNICATION by Travis Scott,Travis Scott,202 contributorstranslationsportugusespaolitalianotrkesvenskahoustonfornication lyric mhm i might need me some ventilation a lil vacation houstonfornication mind redefine new renovation space coupe back out of the space station float around town do that on the daily how im suppose to feel safe 12 live adjacent 12 yeah crib built like a prison where that bitch be gate yah yeah spendin all my time up there gettin fade it lit yeah handin out the e to the entertainment alright yeah you know on this side it poppin and it dangerous pop it pop it ridin through the cloud we goin through the vapor phew phew im just tryna get the paper stayin out the paper it aint easily do it aint easy yeah pop a seal like it chris make it look breezy it lit weddin band on my fist shit be freeze straight up throw the band get a kiss then she leave me cash i just want the peace it still lambo over mercedes yeah skrrt skrrt just built the astroworld playground to play with my baby yeah my baby have a few pop singer anyone could be your mama yeah have some real conversation with my nigga bill about congress yeah straight up we at the fest come and link per-request yeah alright send the pin drop it in gps yah yeah seein flash oh no-nah thats my neck yah it lit ive be livin paranoid watch your step uh yeah yeah you might also like aint never freein up and never let yall man we always forgive but dont forget easily oh no cut my phone off so they can never reach me life be just a maze goin through my phase yeah i might need me some ventilation a lil vacation houstonfornication mind redefine new renovation space coupe back out of the space station if it rise on the east land on the west we gon make that shit pop bust it for a check call the play link the squad we gon make it cash drip drip drip drip drip drip yeah nobody can press me but the press uh nobody can check me when it chess uh ah nah for real they comin at my neck like gillette uh gillette im hard to catch thats the butterfly effect yeah ive be lock in for so long i do get dread uh take the girl off the network then up the net uh iced out watch for the gang patek the set have to move up off my block it take finesse yeah just keep droppin them bomb you should probably save your breath yeah we aint gon play the steel why you tryna funk the flex yeah all my dog in my will they gon ride through to the death yeah elevator up the hill we aint never take the step uh yeah yeah aint never freein up and never let yall man we always forgive but dont forget easily oh no cut my phone off so they can never reach me life be just a maze goin through my phase yeah i might need me some ventilation a lil vacation houstonfornication mind redefine new renovation space coupe back out of the space station if it rise on the east land on the west we gon make that shit pop bust it for a check call the play link the squad we gon make it cash59embed,0.42086956521739133,Astroworld (2018),0.0005,0.0005,0.0005,0.0005,0.8667,0.1308,0.0005
35,35,COFFEE BEAN by Travis Scott,Travis Scott,198 contributorstranslationsportugusespaoltrkeitalianosvenskacoffee bean lyric this be all this be all bad-bad news im just bad bad news good thing the two bonnie and clyde the money and who it bad news bad bad for you but im back on the coffee bean bean anything in between yeah this be all this be all back of the coffee line back back back in the bathroom line this be all how would you feel if i have you this be all trust me you would be mad too this be all shawty we can be mad cool just hit me if anything past due your family told you im a bad move this be all plus im already a black dude leavin the bathroom my hand be half-rinsed if only a nigga just have sense speak in past tense this be all it be a week and a half since we aint be speak and that meant you feel free in my absence ive be go through a lot behind this glass tint yeah this be all this be all you might also like back of the coffee line back back yeah back in the bathroom line this be i know they told you id be bad for you this be all dont worry ill be back for you all the money and car stripper hoe and the tattoo bad news back off a coffee bean reflect on all you see this be all this be all stress over award show shes stressin over her wardrobe this be all bought the mansion on foreclose this be all no matter how many ticket your tour sell you feel this deep in your torso feel like someone readin your horoscope ooh some shit only me and the lord know ooh so be for those who hear this in morse code ooh too many door close cul-de-sacs and fork road ooh still end up at the north pole this be where remorse go this be all this shitll have you in divorce court ooh fight over your seed fight over your deed slide over your key ooh alimony and fee ooh a your lawyer proceeds ooh-ooh-ooh to give out bad news im just bad bad news good thing the two bonnie and clyde the money and who it bad news bad bad for you but im back on the coffee bean anything in between this be all this be all back of the coffee line back back back in the bathroom line yeah this be all48embed,0.4009433962264151,Astroworld (2018),0.0007,0.0008,0.0008,0.0008,0.9955,0.0007,0.0008
36,36,the ends by Travis Scott (Ft. André 3000),Travis Scott (Ft. André 3000),228 contributorstranslationsespaolportugustrkethe end lyric 2 be howlin outside lookin but i can not find dont you fall asleep this time i be on a long way drive only you can stand my mind only you can fix inside so if i make it out tonight let make it a badass time okay i get it copy 2020 but i cant see nobody one eye open illuminati this might be the verse that make em drop me aint makin friend we just makin hobby yeah no that wasnt my girl that be just a hobby yeah yeah call up 50 tell em load up the lobby elevator up no need to find me yeah yeah x-ray vision see through you nigga newspaper stand we press the issue press it press it press the issue we aint sendin shot we launchin missile yeah right up at your hood up north checkin third ward im goin mental fuckin up my room ive be rackin up incidental cookin on a tune ive be cheffin up instrumentals nothin else to do when youre ridin in the when you ridin in the in the back of the back seat back seat back seat back seat back seat driver run the mile up like im runnin a track meet track meet track meet track meet track meet get ta watch my back now cause these nigga at me all black in a benz when i pull up on ya you might also like they dont want to see me in the end in the end let me catch you creep here past 10 in the end from a tribe of check-a-hoe like indian oh yeah oh yeah oh yeah eh-hey to them im a big dick a cheque and some laughter ha-ha-ha i guess it all survival but please be careful uh i give up on the bible long time ago uh oh i hope it aint give up on me i dont know ha i come up in the town they be murderin kid hmm and dumped em in the creek up from where i live ay-ay-ay body body body sprinkle around uh uh we runnin through the sprinkler lookin around killer would show up with box of pizza uh and say he have a label recruitin people uh-uh-uh put that on my grandma and everything yeah my homie say he told em his name be wayne it couldve be me or couldve be you too but what a memory it may need interlude couldve be me whats gon patch up my inner tube so i could pop a wheelie and walk it too oh yeah la flame with the nappy fro now yeah in the end ima kick your door down oh yeah we keep wildin out the mo now oh yeah keep that 300 z-ro when i pull up on ya122embed,0.5031315240083507,Bird in the Trap Sing McKnight (2016),0.0006,0.0006,0.0006,0.9964,0.0006,0.0006,0.0006
37,37,way back by Travis Scott,Travis Scott,236 contributorstranslationsespaolportugusway back lyric woah-o-o-oah yeah boy woah-o-o-oah yeah boy woah-o-o-oah yeah boy woah-o-o-oah dont wet no more i need fake nigga to get way back james harden with the range on me nigga way back homie start switchin lane i thought we go way back woo i cant get no rest we in the house i fall asleep with a tec rack stashin all the pill in my desk rack wearin every chain on my neck we in the house come on i cant get no rest come on i ride around with a tec champ stashin all the pill in my desk champ wearin every chain on my neck go crazy on em woah wait it summertime why they tryna throw shade all these win i can never golden state yeah ufc im tap to my old way alright im address shit like im on waze show ya love aint show it back in okay like the girl that she go both way drop the rodeo i dodge a bull like ol hopped in the bronco skrrt off like oj yeah woah-o-o-oah flew with that sound nigga get that coldplay woah-o-o-oah i be yeah makin mill make it to a hobby it lit dont bring that to the crib keep that in the lobby you never see the city unless you land at hobby oh so load off the pill so dont ever try me so if you see me solo dolo you know what that mean you might also like i need fake nigga to get way back way back james harden with the range on me nigga way back homie start switchin lane i thought we go way back woo i cant get no rest we in the house i fall asleep with a tec rack if i take a sip take the rest rack wearin every chain on my neck we in the house come on i cant get no rest come on i ride around with a tec champ stashin all the pill in my desk champ wearin every chain on my neck go crazy on em we in the house look boy boy dont believe whats on your tv look boy dont you sit close to the tv look boy see be believe look boy look boy yeah would it be unlawful yeah to spend this honeymoon in a brothel and share pic from the camera but theyll be quick to turn that into a scandal im down in the meadow slidin down the waterfall creep to the ghetto need my rio de janeiro and im swimmin out that bitch michael phelps with the medal so visit me yeah i just built a castle deep yeah yeah in them tree yeah thats how i get them backwoods free yeah yeah this right here some savagery yeah yeah bend it back from me yeah yeah way way back for me yeah yeah way way back for me way way back for me way way back for me woah-o-oa-oah woah142embed,0.3988212180746562,Bird in the Trap Sing McKnight (2016),0.0005,0.9967,0.0005,0.0005,0.0005,0.0005,0.0005
